Date,ProductID,SalesVolume,CurrentStock,ReorderLevel,DailyCapacity,CurrentUtilization,LaborCost,MaterialCost,TransportCost,SeasonalityIndex,ExternalFactor,TargetAllocation,DayOfWeek,Month,Quarter,IsWeekend,SalesMA7,SalesSTD7,StockMA7,UtilMA7,SalesMA14,SalesSTD14,StockMA14,UtilMA14,SalesMA30,SalesSTD30,StockMA30,UtilMA30,StockToSales,TotalCost,CostPerUnit,UtilizationEfficiency,Region_Asia,Region_Europe,Region_North America
2023-07-23,P12345,401,219,108,942,0.61,69.74,17.55,6.7,0.9718768980924538,Weather Disruption,818,6,7,3,1,539.8571428571429,359.1566179126818,155.14285714285714,0.8085714285714286,545.4285714285714,354.614788681533,157.85714285714286,0.8028571428571428,545.8333333333334,310.722637526242,167.0,0.7976666666666666,0.42797319932998323,93.99,0.23438902743142143,3.0017216857549216,False,True,False
2023-07-24,P12345,462,292,135,1336,0.63,61.81,16.43,4.41,0.9718768980924538,,1314,0,7,3,0,573.1428571428571,335.5678910798967,174.42857142857142,0.7757142857142857,509.57142857142856,333.80434487786493,168.57142857142858,0.7814285714285715,542.6333333333333,311.08713529673076,169.36666666666667,0.7949999999999999,0.6020618556701031,82.65,0.17889610389610391,2.5114155251141552,False,True,False
2023-07-25,P12345,495,164,185,512,0.92,63.54,21.29,3.77,0.9718768980924538,Weather Disruption,953,1,7,3,0,660.4285714285714,255.2161548850028,178.57142857142858,0.83,642.0,240.36510690069915,204.0,0.8107142857142858,536.3,233.74538903805518,185.1,0.7913333333333334,0.31391851244189223,88.6,0.17898989898989898,3.2807529162248144,True,False,False
2023-07-26,P12345,317,235,189,1442,0.72,69.83,16.7,5.68,0.9718768980924538,Strike,1348,2,7,3,0,490.85714285714283,313.9901423991038,175.71428571428572,0.7514285714285714,467.57142857142856,316.78109750467064,168.21428571428572,0.7707142857142857,531.6666666666666,313.1100206915634,168.8,0.7983333333333335,0.5200758773316472,92.21000000000001,0.2908832807570978,1.8735224586288417,False,True,False
2023-07-27,P12345,240,295,157,993,0.75,58.16,17.58,8.86,0.9718768980924538,,887,3,7,3,0,572.7142857142857,281.7343395740713,192.0,0.8114285714285714,592.5,247.09068718247488,210.42857142857142,0.8171428571428573,536.2333333333333,233.83248990106867,185.1,0.785,0.6293812861932337,84.6,0.3525,1.0847457627118644,True,False,False
2023-07-28,P12345,715,174,153,1200,0.68,49.24,23.21,9.06,0.9718768980924538,Weather Disruption,1343,4,7,3,0,477.7142857142857,293.96242066275175,191.85714285714286,0.7371428571428572,502.35714285714283,284.90176637486206,171.07142857142858,0.7471428571428572,542.8333333333334,259.17270015521933,171.03333333333333,0.7463333333333334,0.3951979234263465,81.51,0.114,6.0429344151453686,False,False,True
2023-07-29,P12345,309,61,111,786,0.81,65.13,17.47,7.22,0.9718768980924538,,1020,5,7,3,1,467.2857142857143,299.1725891441894,179.85714285714286,0.7457142857142858,471.07142857142856,279.9767749394484,158.64285714285714,0.7564285714285715,526.8,258.2313050281701,170.06666666666666,0.7426666666666666,0.14494229463679567,89.82,0.2906796116504854,6.2537947783849415,False,False,True
2023-07-30,P12345,722,180,180,1219,0.81,58.43,15.96,8.09,0.9718768980924538,,1511,6,7,3,1,462.0,293.4314229935162,175.14285714285714,0.7642857142857143,512.2142857142857,270.7008506625913,157.42857142857142,0.7528571428571428,528.4,259.32120942023334,167.43333333333334,0.7433333333333334,0.3856749311294766,82.48,0.1142382271468144,4.951989026063099,False,False,True
2023-07-31,P12345,715,286,177,613,0.73,57.44,19.76,3.81,0.9718768980924538,Weather Disruption,1119,0,7,3,0,548.4285714285714,259.6239955158593,173.28571428571428,0.7557142857142859,533.0714285714286,274.5204109787759,171.71428571428572,0.7564285714285715,526.7666666666667,257.93673152783896,174.93333333333334,0.7413333333333334,0.56875,81.01,0.1133006993006993,3.4246575342465753,False,False,True
2023-08-01,P12345,927,67,113,979,0.72,47.61,18.3,7.12,1.119424480811643,Weather Disruption,1524,1,8,3,0,649.2857142857143,296.5640539499656,187.42857142857142,0.7857142857142857,614.3571428571429,262.8379457275636,197.28571428571428,0.8228571428571428,559.0,237.61748455346734,182.8,0.7866666666666667,0.11867408906882591,73.03,0.07878101402373247,19.216417910447763,True,False,False
2023-08-02,P12345,782,89,133,521,0.91,62.69,22.73,7.67,1.119424480811643,,1469,2,8,3,0,544.2857142857143,254.9246387240184,155.85714285714286,0.7971428571428572,521.5714285714286,258.9581832252857,174.28571428571428,0.7621428571428571,522.1666666666666,251.84054661539378,175.43333333333334,0.7456666666666667,0.1410459587955626,93.09,0.11904092071611254,9.655513026299541,False,False,True
2023-08-03,P12345,559,70,152,848,0.73,42.45,16.54,4.4,1.119424480811643,,1389,3,8,3,0,546.7142857142857,279.9123162026006,163.71428571428572,0.72,484.14285714285717,314.92462031971456,160.07142857142858,0.7785714285714286,536.3333333333334,312.4154322354301,165.4,0.7926666666666667,0.10346283783783784,63.39,0.1133989266547406,10.939334637964775,False,True,False
2023-08-04,P12345,455,192,119,1225,0.77,67.73,26.28,9.16,1.119424480811643,Weather Disruption,1388,4,8,3,0,477.2857142857143,219.58803419563804,170.14285714285714,0.7085714285714284,446.92857142857144,281.3217332209111,164.85714285714286,0.775,528.1666666666666,311.1893849946257,163.4,0.794,0.3002680965147453,103.17,0.22674725274725274,3.077651515151515,False,True,False
2023-08-05,P12345,423,274,174,1182,0.7,49.77,28.59,4.36,1.119424480811643,Strike,1185,5,8,3,1,504.42857142857144,194.69108620483624,191.0,0.6814285714285714,454.64285714285717,278.89606752967376,177.42857142857142,0.7728571428571429,537.5666666666667,303.24892282645015,163.96666666666667,0.7883333333333334,0.41786492374727674,82.72,0.19555555555555557,2.2054223149113663,False,True,False
2023-08-06,P12345,232,148,115,1334,0.88,43.83,26.15,5.19,1.119424480811643,,1408,6,8,3,1,552.4285714285714,307.73032411667265,176.0,0.7999999999999999,586.9285714285714,281.9916704404621,187.0,0.8314285714285715,546.6666666666666,244.8022894491395,181.4,0.7936666666666666,0.2526829268292683,75.16999999999999,0.32400862068965514,1.7813267813267812,True,False,False
2023-08-07,P12345,987,75,194,1065,0.74,53.27,22.99,7.34,1.119424480811643,,1540,0,8,3,0,667.8571428571429,223.8678394138146,136.14285714285714,0.7714285714285715,555.6428571428571,287.1624057092906,167.14285714285714,0.7642857142857143,531.2333333333333,263.6419572245577,174.8,0.7493333333333333,0.12008234217749314,83.60000000000001,0.08470111448834854,17.783783783783782,False,False,True
2023-08-08,P12345,904,57,169,1405,0.78,41.27,27.91,7.47,1.119424480811643,Strike,2369,1,8,3,0,733.4285714285714,214.7485794620127,131.71428571428572,0.78,606.3571428571429,281.0104315454545,166.28571428571428,0.755,552.1,267.6507438615766,169.3,0.7536666666666666,0.09174522878822718,76.65,0.08478982300884956,20.332883490778226,False,False,True
2023-08-09,P12345,939,149,155,1309,0.69,60.54,25.42,7.9,1.119424480811643,Weather Disruption,1711,2,8,3,0,765.4285714285714,227.83536244611463,128.14285714285714,0.7814285714285714,621.5714285714286,293.4759102381486,160.0,0.7592857142857143,559.3333333333334,275.22571718918084,166.53333333333333,0.7516666666666666,0.23146915224145587,93.86000000000001,0.09995740149094783,9.133352786693903,False,False,True
2023-08-10,P12345,226,289,182,819,0.95,67.08,15.16,3.78,1.119424480811643,Weather Disruption,970,3,8,3,0,534.2857142857143,324.72229893952687,193.57142857142858,0.8171428571428571,546.2857142857143,290.5698455876576,197.42857142857142,0.8328571428571429,549.6,240.22096150175494,185.33333333333334,0.7993333333333333,0.48478312964294273,86.02,0.38061946902654864,0.8231651793844472,True,False,False
2023-08-11,P12345,205,271,157,625,0.7,65.12,20.91,8.95,1.119424480811643,Strike,572,4,8,3,0,403.14285714285717,113.66973882177038,221.85714285714286,0.6942857142857143,461.14285714285717,271.30336614851717,178.07142857142858,0.7664285714285715,513.1,299.32859927649355,170.63333333333333,0.7826666666666667,0.4835585011470813,94.98,0.46331707317073173,1.080653663679494,False,True,False
2023-08-12,P12345,703,136,103,776,0.87,43.82,27.76,6.73,1.119424480811643,Weather Disruption,1549,5,8,3,1,446.2857142857143,160.41894556204403,210.0,0.7314285714285714,493.07142857142856,271.6064642613856,182.57142857142858,0.7699999999999999,506.56666666666666,292.68044046346023,169.3,0.7806666666666667,0.2265048774684749,78.31,0.11139402560455193,5.941514536849223,False,True,False
2023-08-13,P12345,898,91,103,1475,0.75,43.79,20.19,6.3,1.119424480811643,Weather Disruption,2192,6,8,3,1,849.5714285714286,108.88963394626907,132.42857142857142,0.7728571428571429,658.4285714285714,293.4759102381485,156.14285714285714,0.7592857142857143,578.2666666666667,278.4237570785712,165.2,0.7503333333333333,0.13082768535633602,70.28,0.07826280623608017,13.157509157509157,False,False,True
2023-08-14,P12345,477,221,119,703,0.67,64.4,15.53,9.87,1.119424480811643,,899,0,8,3,0,448.42857142857144,160.76365379323877,199.85714285714286,0.7371428571428572,510.7857142857143,260.9365317972429,187.14285714285714,0.7564285714285715,505.1,292.7158619925969,171.5,0.7776666666666666,0.3548979123652214,89.80000000000001,0.18825995807127885,3.2214493145134053,False,True,False
2023-08-15,P12345,150,63,109,693,0.88,67.73,26.19,8.18,1.119424480811643,,758,1,8,3,0,424.57142857142856,192.7311228480903,175.28571428571428,0.7599999999999999,457.7142857142857,252.6458234127609,175.5,0.7557142857142857,499.3,298.10229093730396,171.56666666666666,0.7803333333333333,0.12233009708737864,102.1,0.6806666666666666,2.705627705627706,False,True,False
2023-08-16,P12345,128,127,123,1180,0.72,53.82,27.03,3.83,1.119424480811643,,892,2,8,3,0,413.85714285714283,290.2570289538961,172.14285714285714,0.8242857142857142,537.1428571428571,302.18788275428335,191.64285714285714,0.817857142857143,543.9666666666667,248.19798595050102,183.03333333333333,0.7946666666666666,0.3181818181818182,84.67999999999999,0.6615624999999999,1.399825021872266,True,False,False
2023-08-17,P12345,561,51,198,1163,0.9,54.97,17.41,8.3,1.119424480811643,Strike,1716,3,8,3,0,401.2857142857143,280.1033822750179,163.0,0.8342857142857143,551.5,297.868259470525,178.28571428571428,0.8214285714285714,540.0666666666667,246.93527468763455,175.16666666666666,0.7983333333333333,0.11409395973154363,80.67999999999999,0.1438146167557932,12.222222222222223,True,False,False
2023-08-18,P12345,395,168,125,1046,0.92,49.55,23.06,3.67,1.119424480811643,Weather Disruption,1368,4,8,3,0,387.0,277.0607634918137,163.57142857142858,0.8342857142857143,523.7142857142857,292.6088038455305,171.07142857142858,0.8321428571428572,536.9,248.20533073827525,175.8,0.801,0.35432359144320574,76.28,0.1931139240506329,2.55564182194617,True,False,False
2023-08-19,P12345,396,86,136,1195,0.9,66.83,17.88,3.19,1.119424480811643,Weather Disruption,1594,5,8,3,1,409.2857142857143,269.43503501816195,133.71428571428572,0.8557142857142858,491.0,278.0838279810882,162.85714285714286,0.8335714285714285,528.3333333333334,248.4949639860672,172.5,0.804,0.19986719787516602,87.89999999999999,0.22196969696969696,5.116279069767441,True,False,False
2023-08-20,P12345,825,118,184,785,0.61,59.35,25.79,5.83,1.119424480811643,,1368,6,8,3,1,864.2857142857143,94.82916971360412,123.57142857142857,0.7442857142857143,663.1428571428571,295.73711224741385,149.35714285714286,0.7542857142857143,588.4666666666667,281.7627680714123,160.9,0.7433333333333333,0.2810479755018714,90.97,0.11026666666666667,11.461517088080022,False,False,True
2023-08-21,P12345,878,215,153,556,0.88,48.65,19.07,9.96,1.119424480811643,,1128,0,8,3,0,402.2857142857143,253.93353086041657,154.85714285714286,0.8785714285714287,525.7857142857143,294.5826718417948,171.14285714285714,0.8321428571428572,539.3666666666667,256.56947480614076,170.66666666666666,0.8113333333333335,0.45059880239520955,77.68,0.0884738041002278,4.6405919661733614,True,False,False
2023-08-22,P12345,506,286,120,1233,0.74,48.96,19.74,4.22,1.119424480811643,Strike,1280,1,8,3,0,417.0,187.54110660510304,206.14285714285714,0.7614285714285715,481.85714285714283,238.5897209543086,184.92857142857142,0.7407142857142857,509.4,292.80305255616264,171.36666666666667,0.778,0.5416666666666666,72.92,0.1441106719367589,2.390852390852391,False,True,False
2023-08-23,P12345,868,90,173,802,0.91,66.74,27.67,7.71,1.119424480811643,Weather Disruption,1778,2,8,3,0,886.1428571428571,68.725125370151,95.57142857142857,0.7700000000000001,717.2857142857143,252.9738291637262,134.42857142857142,0.7628571428571428,595.7666666666667,286.18738536181155,155.23333333333332,0.7493333333333332,0.14201983769161408,102.11999999999999,0.11764976958525344,10.598290598290598,False,False,True
2023-08-24,P12345,913,111,137,662,0.82,40.41,22.14,4.21,1.119424480811643,Strike,1372,3,8,3,0,482.42857142857144,266.3442991961451,194.57142857142858,0.7685714285714287,479.85714285714283,234.52762905723642,182.35714285714286,0.7385714285714285,515.0,299.00524733026765,171.6,0.778,0.16228070175438597,66.75999999999999,0.07312157721796275,10.030762469786861,False,True,False
2023-08-25,P12345,712,295,145,518,0.89,49.68,25.05,8.07,1.119424480811643,Weather Disruption,1025,4,8,3,0,523.7142857142857,277.7515162189123,197.57142857142858,0.7957142857142857,514.0714285714286,230.6520737406864,194.28571428571428,0.7385714285714285,518.7666666666667,300.8062365610511,175.83333333333334,0.777,0.4045053868756121,82.80000000000001,0.11629213483146068,2.711864406779661,False,True,False
2023-08-26,P12345,504,109,103,869,0.77,56.63,21.04,6.54,1.119424480811643,Strike,1305,5,8,3,1,566.4285714285714,241.1478503206811,174.42857142857142,0.8057142857142857,484.7857142857143,199.95314011477328,198.14285714285714,0.75,531.7666666666667,290.9769138055735,176.06666666666666,0.782,0.1463648570880491,84.21000000000001,0.16708333333333336,6.005004170141785,False,True,False
2023-08-27,P12345,445,174,159,763,0.79,44.45,19.47,7.76,1.119424480811643,,1054,6,8,3,1,432.7142857142857,242.63808047220894,158.57142857142858,0.8657142857142857,492.57142857142856,273.38159138006085,167.28571428571428,0.8328571428571429,528.6,253.40190239603785,173.76666666666668,0.8096666666666668,0.25201738050900063,71.68,0.1610786516853933,3.237305397933944,True,False,False
2023-08-28,P12345,721,160,156,1293,0.65,42.76,24.38,4.42,1.119424480811643,Strike,1596,0,8,3,0,503.42857142857144,244.47689539290303,140.14285714285714,0.822857142857143,518.8571428571429,276.6021461463148,166.85714285714286,0.8200000000000001,539.7,254.32237890872514,175.76666666666668,0.8059999999999999,0.23952095808383234,71.56,0.09925104022191401,6.9326923076923075,True,False,False
2023-08-29,P12345,519,63,144,612,0.87,64.46,17.32,8.22,1.119424480811643,Strike,1030,1,8,3,0,848.5714285714286,154.05935776279802,91.85714285714286,0.7642857142857143,696.4285714285714,256.66341751428035,123.85714285714286,0.7807142857142857,596.0666666666667,286.0990825876088,152.5,0.7503333333333333,0.09404990403071017,90.0,0.17341040462427745,9.469074986316365,False,False,True
2023-08-30,P12345,281,297,119,987,0.75,66.83,20.59,9.97,1.119424480811643,,959,2,8,3,0,747.7142857142857,249.72499159790038,123.57142857142857,0.7657142857142858,707.7857142857143,231.58257492952467,129.85714285714286,0.7685714285714286,595.6,286.61804452664177,158.8,0.7523333333333333,0.5068259385665529,97.39,0.34658362989323843,1.2615039281705949,False,False,True
2023-08-31,P12345,924,280,116,826,0.78,64.71,18.14,7.66,1.119424480811643,Weather Disruption,1428,3,8,3,0,617.1428571428571,225.10399712979253,162.0,0.8314285714285715,515.5,270.9191619426215,167.07142857142858,0.8278571428571428,551.2666666666667,263.7918371241487,182.0,0.811,0.4765378069535619,90.50999999999999,0.09795454545454545,4.230769230769231,True,False,False
2023-09-01,P12345,100,266,170,1041,0.87,66.96,25.44,6.45,1.0593036072065063,Weather Disruption,904,4,9,3,0,480.2857142857143,287.4814279715672,193.0,0.8057142857142857,463.2857142857143,224.3494624880595,201.5,0.7685714285714286,526.5666666666667,297.39810579984095,178.43333333333334,0.7826666666666667,0.5318480434161668,98.85,0.9884999999999999,0.4321147696828278,False,True,False
2023-09-02,P12345,930,133,103,1146,0.81,56.59,29.16,9.46,1.0593036072065063,,1652,5,9,3,1,751.4285714285714,252.6135765306747,134.42857142857142,0.7699999999999999,742.4285714285714,225.4427146359302,133.07142857142858,0.775,603.3666666666667,292.5558577179025,157.23333333333332,0.7593333333333334,0.23707664884135474,95.21000000000001,0.10237634408602152,8.632692843219159,False,False,True
2023-09-03,P12345,666,179,192,1078,0.67,64.37,29.93,3.11,1.0593036072065063,Strike,1571,6,9,3,1,632.1428571428571,224.23605759067752,180.28571428571428,0.7985714285714286,516.7142857142857,271.60078978344126,171.64285714285714,0.8164285714285715,555.4666666666667,264.6080684428529,181.33333333333334,0.8066666666666666,0.30207328833172614,97.41000000000001,0.14626126126126127,5.5532393896439585,True,False,False
2023-09-04,P12345,470,280,113,564,0.81,51.52,21.75,8.11,1.0593036072065063,Strike,857,0,9,3,0,642.8571428571429,212.5013165225328,196.28571428571428,0.7828571428571429,514.9285714285714,271.83662069641827,179.92857142857142,0.8085714285714286,564.6,256.37332692505424,187.8,0.8083333333333333,0.5029509879394406,81.38000000000001,0.1731489361702128,2.072310405643739,True,False,False
2023-09-05,P12345,760,119,102,791,0.74,59.99,18.79,9.22,1.0593036072065063,Strike,1369,1,9,3,0,694.8571428571429,184.7506685341346,201.0,0.76,552.0714285714286,266.8616651968738,167.35714285714286,0.8078571428571427,577.0,256.53338829545146,188.26666666666668,0.8063333333333333,0.2013049782503625,88.0,0.11578947368421053,8.630479218714513,True,False,False
2023-09-06,P12345,530,194,187,524,0.76,69.67,21.64,3.43,1.0593036072065063,Weather Disruption,953,2,9,3,0,487.85714285714283,288.07778380814,189.14285714285714,0.8185714285714286,468.14285714285717,225.05447448010534,194.5,0.7778571428571428,519.7666666666667,294.81258609418336,182.1,0.781,0.30955094597674954,94.74000000000001,0.1787547169811321,3.5946825827455235,False,True,False
2023-09-07,P12345,408,172,179,1048,0.61,46.77,27.71,6.15,1.0593036072065063,Strike,1059,3,9,3,0,627.7142857142857,192.34752774229142,194.85714285714286,0.7214285714285714,515.0,246.0053157649554,174.85714285714286,0.8,578.8333333333334,255.06971100321653,188.86666666666667,0.8006666666666666,0.31103074141048825,80.63000000000001,0.19762254901960788,3.888677087304613,True,False,False
2023-01-01,P67890,236,138,157,500,0.67,51.7,18.09,4.43,0.9826487494475706,Weather Disruption,476,6,1,1,1,597.8571428571429,236.57305324953995,189.71428571428572,0.7042857142857143,515.2857142857143,245.65342333377816,174.14285714285714,0.785,555.6,253.4359199427765,186.63333333333333,0.801,0.241078113301722,74.22,0.3144915254237288,2.552455115725719,True,False,False
2023-01-02,P67890,301,298,154,1410,0.7,54.4,29.28,6.97,0.9826487494475706,Strike,1238,0,1,1,0,537.8571428571429,252.83751605291818,209.42857142857142,0.7114285714285714,520.6428571428571,239.6027504474397,174.78571428571428,0.7671428571428571,544.9333333333333,257.29319560716556,188.2,0.803,0.6175251628182357,90.65,0.30116279069767443,1.4429530201342282,True,False,False
2023-01-03,P67890,535,77,103,1048,0.85,44.14,20.13,7.55,0.9826487494475706,,1381,1,1,1,0,482.2857142857143,188.3460594099017,180.42857142857142,0.7214285714285715,549.7142857142857,211.31981907541456,171.21428571428572,0.7764285714285714,542.2333333333333,256.94648353752365,181.03333333333333,0.8059999999999999,0.16599938404681244,71.82,0.13424299065420559,8.174178762414057,True,False,False
2023-01-04,P67890,412,115,123,640,0.6,42.43,29.79,5.12,0.9826487494475706,,915,2,1,1,0,676.1428571428571,265.59206098289684,129.57142857142858,0.7571428571428572,720.7857142857143,242.19991061785427,128.85714285714286,0.7692857142857142,609.8666666666667,285.762951356218,153.36666666666667,0.7593333333333334,0.2524302289118846,77.34,0.18771844660194176,5.971014492753623,False,False,True
2023-01-05,P67890,216,212,133,1243,0.74,64.89,27.58,6.22,0.9826487494475706,Weather Disruption,1109,3,1,1,0,578.7142857142857,294.19365180422335,146.85714285714286,0.7557142857142857,714.1428571428571,255.28471500324028,139.64285714285714,0.7642857142857142,608.4666666666667,287.64294597263506,151.9,0.7566666666666667,0.5610586011342156,98.69,0.45689814814814816,1.3768485466598674,False,False,True
2023-01-06,P67890,765,278,129,1147,0.92,69.3,27.13,4.96,0.9826487494475706,Weather Disruption,1711,4,1,1,0,496.42857142857144,207.21233645937326,194.57142857142858,0.7571428571428572,564.2857142857143,219.04984630178393,187.42857142857142,0.7778571428571428,541.2333333333333,255.98540951596738,185.53333333333333,0.8056666666666666,0.6756944444444444,101.38999999999999,0.13253594771241828,2.9910853925555205,True,False,False
2023-01-07,P67890,902,54,181,1400,0.64,52.14,19.77,5.59,0.9826487494475706,,2104,5,1,1,1,595.2857142857143,281.22156999165503,187.85714285714286,0.7842857142857144,509.92857142857144,247.9743982708742,181.57142857142858,0.7721428571428571,518.4666666666667,292.97131003862336,175.96666666666667,0.7799999999999999,0.11203319502074689,77.5,0.08592017738359202,26.099537037037035,False,True,False
2023-01-08,P67890,674,242,118,687,0.78,42.63,15.13,4.12,0.9826487494475706,,1122,6,1,1,1,557.1428571428571,278.2279812021238,164.57142857142858,0.78,710.7142857142857,255.4933172606185,144.07142857142858,0.7621428571428572,600.4666666666667,282.1371314087183,155.1,0.7583333333333333,0.444386149003148,61.88,0.09181008902077152,3.570671752489934,False,False,True
2023-01-09,P67890,343,217,130,627,0.88,41.97,20.73,9.2,0.9826487494475706,Strike,741,0,1,1,0,478.2857142857143,215.3135034360476,185.57142857142858,0.7671428571428571,560.5714285714286,222.5539569099227,190.92857142857142,0.775,544.1333333333333,253.11939847640582,185.83333333333334,0.8039999999999999,0.39413596263622214,71.9,0.20962099125364433,1.7961876832844574,True,False,False
2023-01-10,P67890,636,253,159,700,0.93,66.74,19.53,3.07,0.9826487494475706,,1459,1,1,1,0,524.0,247.10389178103435,187.85714285714286,0.7828571428571429,705.0714285714286,256.2626249905219,141.71428571428572,0.7764285714285715,596.7666666666667,280.87421203895866,155.7,0.7666666666666667,0.44778761061946903,89.33999999999999,0.14047169811320753,2.703047303327808,False,False,True
2023-01-11,P67890,701,233,159,626,0.86,53.91,15.56,9.18,0.9826487494475706,Weather Disruption,1305,2,1,1,0,550.0,255.9081866607628,212.14285714285714,0.7814285714285714,699.2857142857143,255.30477369709985,152.0,0.7728571428571429,615.2666666666667,268.14984659679595,156.9,0.7666666666666668,0.3843072573044298,78.65,0.11219686162624823,3.498353129054796,False,False,True
2023-01-12,P67890,174,213,118,756,0.85,49.6,22.58,7.0,0.9826487494475706,,730,3,1,1,0,547.8571428571429,323.5935869633535,177.42857142857142,0.7999999999999999,482.42857142857144,263.00620474860216,191.78571428571428,0.7807142857142857,492.1333333333333,286.9871718067016,178.33333333333334,0.7773333333333333,0.354831032841504,79.18,0.45505747126436785,0.9610604805302404,False,True,False
2023-01-13,P67890,905,94,148,1175,0.89,54.29,21.05,5.32,0.9826487494475706,Weather Disruption,1976,4,1,1,0,499.0,250.95749972189873,182.0,0.7885714285714285,596.9285714285714,234.8379029444366,191.5,0.7742857142857144,562.3,258.9389689775806,181.03333333333333,0.8053333333333333,0.15154306771073237,80.66,0.08912707182320441,10.817595027492231,True,False,False
2023-01-14,P67890,485,200,162,1046,0.76,49.55,24.52,8.06,0.9826487494475706,Weather Disruption,1194,5,1,1,1,510.0,247.97378893746037,186.0,0.8099999999999999,568.8571428571429,221.78120095919107,190.42857142857142,0.7657142857142858,552.3333333333334,255.84725148407216,178.73333333333332,0.805,0.356687898089172,82.13,0.169340206185567,3.1907894736842106,True,False,False
2023-01-15,P67890,309,96,182,693,0.88,54.67,24.32,6.55,0.9826487494475706,Strike,1022,6,1,1,1,461.57142857142856,288.6415638485773,175.28571428571428,0.8085714285714285,472.0,267.04105129534486,184.92857142857142,0.7885714285714286,472.26666666666665,277.9063267303962,173.53333333333333,0.7776666666666667,0.18876404494382024,85.54,0.2768284789644013,3.6576704545454546,False,True,False
2023-01-16,P67890,574,80,121,1202,0.6,65.79,16.81,6.49,0.9826487494475706,Strike,1192,0,1,1,0,441.85714285714283,272.97400887961743,144.57142857142858,0.7671428571428571,482.7857142857143,267.9575679874673,171.07142857142858,0.7814285714285714,480.5,277.1119218680052,170.06666666666666,0.7769999999999999,0.14771828013716698,89.09,0.1552090592334495,11.958333333333334,False,True,False
2023-01-17,P67890,517,188,123,603,0.92,57.77,29.65,3.77,0.9826487494475706,Strike,988,1,1,1,0,550.1428571428571,217.0402639845343,193.14285714285714,0.8457142857142859,574.0,219.51134542257893,191.42857142857142,0.775,541.1,249.46402546259057,178.3,0.8063333333333332,0.35838779956427014,91.19,0.17638297872340425,2.9891304347826084,True,False,False
2023-01-18,P67890,446,59,175,1034,0.76,60.84,17.8,5.73,0.9826487494475706,Strike,1264,2,1,1,0,570.8571428571429,195.1105913505031,159.0,0.8542857142857143,554.3571428571429,217.641415438987,184.21428571428572,0.7828571428571429,542.9333333333333,248.5232152249507,176.96666666666667,0.8016666666666666,0.1208662569505414,84.37,0.18917040358744397,9.946476360392506,True,False,False
2023-01-19,P67890,628,244,129,764,0.79,50.94,21.68,4.69,0.9826487494475706,,1191,3,1,1,0,459.57142857142856,281.566958965274,163.85714285714286,0.7700000000000001,513.0,257.8845895715009,169.14285714285714,0.7878571428571428,468.9,262.55631251481924,174.03333333333333,0.776,0.4412296564195298,77.31,0.12310509554140128,3.257937331396555,False,True,False
2023-01-20,P67890,739,167,157,1301,0.69,62.16,22.32,3.11,0.9826487494475706,Strike,1649,4,1,1,0,615.4285714285714,233.21224749346302,193.57142857142858,0.7728571428571429,681.5714285714286,242.0666514335745,158.57142857142858,0.7692857142857142,625.8,266.5385266840363,159.6,0.7669999999999999,0.31551956815114707,87.58999999999999,0.1185250338294993,6.413260435650439,False,False,True
2023-01-21,P67890,975,63,130,1441,0.86,60.0,27.2,5.52,0.9826487494475706,,2104,5,1,1,1,621.8571428571429,243.71255512141636,183.57142857142858,0.78,686.6428571428571,247.76186058479516,159.0,0.7750000000000001,626.8666666666667,267.9122004060975,159.93333333333334,0.768,0.10512514898688914,92.72,0.0950974358974359,17.995570321151718,False,False,True
2023-01-22,P67890,862,129,199,1473,0.63,43.59,16.49,3.63,0.9826487494475706,Strike,1639,6,1,1,1,568.4285714285714,266.26669408875057,144.28571428571428,0.7357142857142858,524.3571428571429,270.1072741716511,168.64285714285714,0.7707142857142858,487.1333333333333,270.37696970549564,175.06666666666666,0.7726666666666666,0.19018534119629316,63.71,0.07390951276102088,10.606619908945492,False,True,False
2023-01-23,P67890,278,251,163,883,0.91,57.18,21.43,4.8,0.9826487494475706,Strike,950,0,1,1,0,602.7142857142857,267.0853261198962,203.0,0.8242857142857142,639.4285714285714,258.7118130232984,166.28571428571428,0.7907142857142857,619.1333333333333,274.66515455448103,162.46666666666667,0.7746666666666666,0.3946540880503145,83.41,0.30003597122302156,1.2171095836434482,False,False,True
2023-01-24,P67890,281,142,118,759,0.89,47.7,24.43,3.65,0.9826487494475706,Weather Disruption,1009,1,1,1,0,532.8571428571429,288.0014054198511,136.85714285714286,0.7542857142857143,510.35714285714283,277.72277465206105,163.0,0.7864285714285716,492.7,264.07550513781695,171.06666666666666,0.776,0.23576850094876659,75.78,0.26967971530249113,2.223453078018674,False,True,False
2023-01-25,P67890,763,59,147,913,0.68,64.12,18.23,3.71,0.9826487494475706,,1262,2,1,1,0,680.8571428571429,208.72903373467105,181.14285714285714,0.8157142857142858,629.7857142857143,250.72546388781132,164.0,0.7857142857142857,638.1,263.7236471554375,162.13333333333333,0.7669999999999999,0.09110964041473638,86.06,0.1127916120576671,19.01794616151545,False,False,True
2023-01-26,P67890,124,125,144,1490,0.88,52.78,24.41,4.39,0.9826487494475706,Weather Disruption,1413,3,1,1,0,602.2857142857143,296.7140679092212,164.42857142857142,0.8300000000000001,579.7142857142857,277.3269186000878,164.5,0.8049999999999999,618.0333333333333,279.2506578059533,158.4,0.7753333333333334,0.21717547778605115,81.58,0.6579032258064516,1.1272727272727272,False,False,True
